LEDISAS1	Code = 3	
SubNo	Group(1=OHRHV,SLRLV; 2=OHRLV,SLRHV; 3=OLRHV,SHRLV, 4 = OLRLV,SHRHV)	Block_trial	Block	VarDist_cond	Run_number	Targ1_position	Targ2_position	Red_targ_digit	Blue_targ_digit	Response	Targ_Choice	Acc	RewardOutcome(0=inaccurate;1=lowReward;2=highReward)	VarianceOutcome(0=inaccurate; 1=lowVariance; 2=highVariance)	OutcomeValue	Points	RT	Optimal_Choice	Repeat_Switch
3	3	1	0	1	1	48	26	5	2	2	2	1	NaN	NaN	0	0	850	1	NaN
3	3	1	1	1	1	12	43	5	3	3	2	1	1	2	5.600000e-01	5.600000e-01	1219	1	NaN
3	3	2	1	1	2	26	1	5	4	4	2	1	1	2	3.300000e-01	8.900000e-01	529	1	1
3	3	3	1	1	3	8	48	2	4	2	1	1	2	1	6.300000e-01	1.520000e+00	1574	0	2
3	3	4	1	1	4	21	39	3	5	5	2	1	1	2	9.300000e-01	2.450000e+00	2189	1	2
3	3	5	1	1	5	21	26	2	5	5	2	1	1	2	1.210000e+00	3.660000e+00	1751	1	1
3	3	1	2	1	6	8	54	4	5	5	2	1	1	2	9.000000e-02	3.750000e+00	2701	1	NaN
3	3	2	2	2	1	53	10	2	3	3	2	1	2	1	6.800000e-01	4.430000e+00	2113	0	1
3	3	3	2	2	2	1	45	5	3	5	1	1	1	2	6.500000e-01	5.080000e+00	737	1	2
3	3	4	2	1	1	32	37	4	3	3	2	1	1	2	8.000000e-01	5.880000e+00	1924	1	2
3	3	5	2	1	2	29	2	4	2	2	2	1	1	2	4.400000e-01	6.320000e+00	972	1	1
3	3	1	3	1	3	52	42	2	4	2	1	1	2	1	7.000000e-01	7.020000e+00	1984	0	NaN
3	3	2	3	1	4	19	16	3	4	3	1	1	2	1	8.100000e-01	7.830000e+00	1516	0	1
3	3	3	3	1	5	46	1	5	3	3	2	1	1	2	2.000000e-01	8.030000e+00	616	1	2
3	3	4	3	2	1	13	53	5	2	5	1	1	1	2	2.700000e-01	8.300000e+00	1853	1	2
3	3	5	3	2	2	39	9	2	5	5	2	1	2	1	5.200000e-01	8.820000e+00	934	0	2
3	3	1	4	1	1	46	37	4	3	4	1	1	2	1	4.700000e-01	9.290000e+00	2527	0	NaN
3	3	2	4	1	2	34	2	3	4	4	2	1	1	2	0	9.290000e+00	2452	1	2
3	3	3	4	1	3	54	32	3	5	3	1	1	2	1	7.000000e-01	9.990000e+00	6513	0	2
3	3	4	4	1	4	53	47	2	5	2	1	1	2	1	6.000000e-01	1.059000e+01	4427	0	1
3	3	5	4	1	5	44	31	5	2	5	1	1	2	1	5.100000e-01	1.110000e+01	2798	0	1
3	3	1	5	1	1	18	21	5	4	5	1	1	2	1	7.900000e-01	1.189000e+01	5091	0	NaN
3	3	2	5	1	2	9	54	5	3	3	2	1	1	2	0	1.189000e+01	2041	1	2
3	3	3	5	1	3	39	21	2	4	4	2	1	1	2	3.300000e-01	1.222000e+01	3324	1	1
3	3	4	5	1	4	45	12	3	2	2	2	1	1	2	3.300000e-01	1.255000e+01	556	1	1
3	3	5	5	1	5	51	48	2	5	5	2	1	1	2	2.200000e-01	1.277000e+01	1388	1	1
3	3	1	6	1	1	52	14	4	5	5	2	1	1	2	5.200000e-01	1.329000e+01	879	1	NaN
3	3	2	6	1	2	20	36	4	3	3	2	1	1	2	2.100000e-01	1.350000e+01	1473	1	1
3	3	3	6	1	3	18	44	2	4	2	1	1	2	1	4.700000e-01	1.397000e+01	1859	0	2
3	3	4	6	1	4	54	23	5	3	3	2	1	1	2	4.500000e-01	1.442000e+01	2313	1	2
3	3	5	6	1	5	37	46	2	3	3	2	1	1	2	1.700000e-01	1.459000e+01	2030	1	1
3	3	1	7	1	1	23	10	3	5	5	2	1	1	2	1.400000e-01	1.473000e+01	1457	1	NaN
3	3	2	7	1	2	42	26	5	4	4	2	1	1	2	4.100000e-01	1.514000e+01	1838	1	1
3	3	3	7	1	3	2	19	3	2	2	2	1	1	2	2.800000e-01	1.542000e+01	1769	1	1
3	3	4	7	1	4	23	14	4	2	2	2	1	1	2	8.300000e-01	1.625000e+01	641	1	1
3	3	5	7	1	5	27	24	2	5	5	2	1	1	2	2.200000e-01	1.647000e+01	1321	1	1
3	3	1	8	1	1	18	25	5	2	2	2	1	1	2	3.400000e-01	1.681000e+01	935	1	NaN
3	3	2	8	1	2	47	9	3	4	4	2	1	1	2	3.700000e-01	1.718000e+01	1158	1	1
3	3	3	8	1	3	26	49	5	3	3	2	1	1	2	4.800000e-01	1.766000e+01	1839	1	1
3	3	4	8	1	4	49	24	5	4	4	2	1	1	2	5.700000e-01	1.823000e+01	1754	1	1
3	3	5	8	1	5	18	10	2	4	4	2	1	1	2	9.400000e-01	1.917000e+01	793	1	1
